videoId,numWatched
241ed4cb-e1bc-4892-9d29-304a9b5f8848,24
5cc23c88-c8a9-46fa-bbf1-0e687bcde7d4,22
103b0a8e-6e31-4b89-8fd4-bc0c428744c2,22
53bafd7f-832f-403d-b971-07c1ecdeec39,21
4950c21e-2739-4daa-bd66-8a8a81a693c1,21
19cf19f1-46c0-44e4-b805-6ab548718db1,20
f5878961-7210-4b17-adb8-71c027e83596,20
02531e10-cb66-4c3b-a4c9-916f2b072792,20
59f9231a-a11e-49c0-a7ae-a7bb50ef63dd,19
067e4a05-aa5f-4cca-86ac-b96a59dcf0b5,19
56c9a3ec-5110-4d80-8191-27f8bc45b4ad,19
19b3a3da-2b96-411b-80ef-d2c12c7a5f8d,19
8cf92ea0-9eca-46a7-b05b-8c9986346ddb,19
5a05051d-77db-41f1-8243-ec6e3f4f4426,19
776f2804-dcf5-4591-ac66-2075d93c0d49,19
192c21b5-acff-4409-a114-f6e5e94a16a1,19
08598909-80e3-43e4-8113-e3eced5cae9c,19
6dd74e23-021e-477c-b817-f649ee340c2e,19
364af14f-479d-496d-bfb4-d506ce4be4ae,19
1edef453-e2af-44d2-8fde-23e051f53b31,19
d7f155ac-86d2-45e6-a336-26694786994e,19
d449bbdc-818c-401a-92af-702d710f6110,19
0e768791-47ec-45ce-92e8-95461199d3cb,19
d9ec7736-3e88-4890-b64a-e862dc149218,19
ad00eac6-19d5-48f9-bed7-066b77546191,19
1647e554-1707-45ea-9762-81bcc1e59c93,19
791c41f4-57c1-4dd7-99e8-ade70ceffe4e,18
ab6e3e2d-90b5-4b9d-bc80-0190e2c0710f,18
4d30c5c3-7248-4c42-bb6a-618247afa550,18
49a1f195-75ab-4465-a7ca-4ed6d68475e4,18
eebf62ed-33f7-4c5c-932a-6db85f13d321,18
7cf81a35-241a-41d2-b068-dd8ca57e444d,18
4be34d6f-d4dd-4a13-bfd2-d38f0eb38b3d,18
f559b9c2-e89b-49ec-909e-cfb825829c24,18
c3926418-8c28-4546-9e0f-0d2ad23abf61,18
32ba0f44-5fba-40bd-9243-4d58f3555620,18
eb5790f0-e5ff-4646-bbb3-4c82e383d40a,18
8c44c66b-28d8-4903-9c05-e38ffd0f405d,18
177fd6d2-fa39-457a-8650-f313a30690b7,18
94343e74-2127-4812-b406-25fea2557435,18
4cbe58e3-976e-43b5-b8f8-7d9bc6159038,18
7511e196-e1da-4931-89e1-b7ff03c04ee3,18
5da0849f-1e4b-4254-a369-1ff7b4dd5912,18
b9f85d52-3eb9-406b-a024-8519577ee9a2,18
4b83d671-2164-4828-a855-b8b193c4da38,18
c54a991a-02da-458b-93bd-b328a7d55f5c,18
2aa840b1-6b0a-416c-97b2-c49d745af621,18
6ed74ccc-5d17-475e-8048-5af763a0457c,18
a2fb9b74-0fc7-4ce8-8fa5-76322d992c35,18
b26f502f-92a0-40d9-a0a0-cf488bf53249,18
00105f41-818d-4134-a150-db594e165ec8,18
1968b725-3a0f-4ffc-a340-eb9b2f6cc85b,18
470b4dd3-a0dc-4c1e-865a-3a732720a5f0,18
8a3ed95c-9676-4cd4-99c3-96d44659f197,18
58a64556-54ad-49f0-b475-885e1b9fd22b,18
0d8dfc75-0bed-49bd-a7f0-560c01eca7c3,18
d717425f-eff6-4e96-9ebc-da7c6fe3a42b,18
52c59907-4851-41c0-a3e6-d71f8da1b0db,18
23add3ab-f66d-49a7-a368-5303e113173c,18
2682d638-1a97-4bb4-b709-f5d4f37bf139,18
ddffb3b9-bdae-4461-9d9e-6afc166b86d1,18
434d871e-3e97-4ccf-ae1c-54d4cb577132,18
51c2f16e-bd2d-4900-8c80-03bb7def2c60,18
d0fb269b-3c9c-4501-b721-f44731ebce89,18
551e911f-dc9a-4350-9322-c1d214ba33c6,17
9c7b3734-8bbb-45d5-ac4c-6b1635cb836d,17
a27b2914-0588-409f-8005-0b4ce52bd693,17
e6631ca2-fc43-40d4-8e33-f411db63a28d,17
d0c75dcb-5cb3-4898-8a29-6b159f63623e,17
2c929f97-778f-41c1-a810-c30a0526405c,17
5a716136-a4c9-4188-94d6-ca35a016fde6,17
25f62aae-f19f-4ec2-8c7a-eeff238d7a05,17
05e81ed6-058d-4a64-89b1-342bf16bed4f,17
f87f9538-b056-4fe7-aaaa-34f89300d4f3,17
f825a634-3a7d-4058-99d9-12273252c966,17
e49bc005-d800-49a2-be82-f8867a28110e,17
8aa4c9a8-ec26-411f-bc79-06ed62a4eb3b,17
564413c0-da4f-48f7-9e87-54082f69c638,17
4c7e31f4-0723-41e2-8edc-afc56fcc89aa,17
a27db21d-a71d-4967-a3f8-466a12f26c12,17
6a8a63c8-fe47-4660-ba8f-1c0606be042d,17
c486acb6-79ad-4d0e-98a0-d41dd23dcc48,17
d6f8a61c-5236-4040-a831-61449e2b840b,17
ca3f07dc-f1bb-495a-9f66-c10ed09571c8,17
9882c07d-8744-453d-86e9-a12604c09b84,17
a57fbf67-031e-4a7b-868b-223adf2a29b0,17
3bc70311-e4d8-4550-82fc-7246638c117b,17
12b9480a-c01f-4013-92f6-772cf4791235,17
ca6e196d-df0d-4338-89e4-81a7413d2c89,17
135fa62c-eab0-4328-8594-17f1f73f5a85,17
76d8713e-c186-4c7b-a7ef-8cd94e8830af,17
f227ec44-1ae7-4079-aa4c-38cb46ce7aa6,17
67abbeca-a9c5-4db7-98c2-164d3dc76e19,17
4eb49367-e787-4894-886c-07069437436b,17
25fbaefe-d8bc-42a5-a7b5-e2577da336bd,17
a7ea39f9-b820-4e1a-9032-230cec43136c,17
408cf2a8-35dd-4064-9d2e-c1d85f878328,17
1c60aaa6-307e-4234-9290-f9838504184a,17
8947cc3b-81da-4ee5-8a8e-7ed43c527f6f,17
544a3b0a-7ba3-4a2a-8493-3a076cb84a36,17
6eafe985-e3d8-41b2-b80a-9c32dc7734cd,17
a392f40b-fe10-46a5-8d78-0eea8b796e6e,17
0f4908a6-dd32-45af-8182-d608d8326541,17
f112fa87-f94e-4ca5-8c13-56577a3cd743,17
7e1c8088-cdb4-4151-b21d-f802ad87db99,17
2ba9b422-5001-4e41-bfe3-9252032e1b0d,17
b536d266-6f57-4b42-82c4-7dded1de576d,17
6292794c-617e-4f2b-95c3-feb30bb4097d,17
30c44851-0be1-458f-a780-366310c65ebf,17
93d4714e-3c1b-4650-9002-0aa534bf9ac9,17
804b3e5f-c751-46d9-a26a-e61fda7ab20e,17
edfaaffb-26a5-462c-953a-b79c3ca196e7,17
b5910275-a27c-407e-a075-56302bab7d48,17
c5cb3806-74b8-4396-9b7f-4eb013395766,17
7f3f7fce-f2ec-4dfd-bac8-92dc7865a365,17
7eab321b-1453-4c7b-b223-9fb926703d4e,17
72d2fd43-fab3-40a4-a8da-982745737b9b,17
1703024c-0ce0-4d10-bf4b-39242722e867,17
ebcc419c-a26f-4aa5-b7a4-0f36056fe472,17
83696986-6254-4c69-b0ff-51501dd43db8,17
0a3e1c14-0358-4d47-b2cd-7ff17bcaa3cf,16
8f9462a1-f77a-4fa9-b90f-2188c2a4a5e0,16
6bb1d2eb-17f1-401f-95fc-dc3b8b0d9f02,16
50513c4e-2574-4db1-bce2-e60eece77ce6,16
d3a81d4a-8829-46a3-a7ee-d981bfcf7186,16
3474dd2c-5cbe-4064-89eb-a7f81c09c173,16
fc84e5cc-b70a-457e-bb34-75acf3f5f570,16
afd07ab2-db62-43f1-8296-26820e346aa3,16
791e5a96-33cd-45f3-bc16-3311c79de7d9,16
3aee201f-74f3-48b0-9305-fe3c4f8bc521,16
4fe7a7af-111c-433e-9429-56b7dc52d774,16
6afb91c7-1245-4e7a-957e-c7b601e05c41,16
3a92c3b5-2a13-455c-9f03-0880e1ffe216,16
a619ab89-06a8-439b-ab46-f0e9bb46d860,16
5c0efe5e-05dc-409b-b8bc-a64f2cfecd1a,16
